Index,CardNo,Sex,Major,AccessCardNo
2358,182358,女,18国际商务,19764250
2359,182359,女,18国际商务,20337242
2360,182360,女,18国际商务,21446202
2361,182361,女,18国际商务,21321818
2362,182362,女,18国际商务,20259498
2363,182363,女,18国际商务,21064922
2364,182364,女,18国际商务,402218
2365,182365,女,18国际商务,19715130
2366,182366,女,18国际商务,18441962
2367,182367,女,18国际商务,21526442
2368,182368,女,18国际商务,21757914
2369,182369,女,18国际商务,19042906
2370,182370,女,18国际商务,18721594
2371,182371,女,18国际商务,21255162
2372,182372,女,18国际商务,21451722
2373,182373,女,18国际商务,18553098
2374,182374,女,18国际商务,20614442
2375,182375,女,18国际商务,20832058
2376,182376,女,18国际商务,21022970
2377,182377,女,18国际商务,21015050
2378,182378,女,18国际商务,19427914
2379,182379,女,18国际商务,19044746
2380,182380,女,18国际商务,21928778
2381,182381,女,18国际商务,19626138
2382,182382,女,18国际商务,19219514
2383,182383,女,18国际商务,21755194
2384,182384,女,18国际商务,19749722
2385,182385,女,18国际商务,20529498
2386,182386,女,18国际商务,20707978
2387,182387,女,18国际商务,21355146
2388,182388,女,18国际商务,18606618
2389,182389,女,18国际商务,19931274
2390,182390,女,18国际商务,18928602
2391,182391,女,18国际商务,20262010
2392,182392,女,18国际商务,20833562
2393,182393,女,18国际商务,19305354
2394,182394,女,18国际商务,20616730
2395,182395,女,18国际商务,20036234
2396,182396,女,18国际商务,20207818
2397,182397,女,18国际商务,18832138
2398,182398,女,18国际商务,20439482
2399,182399,女,18国际商务,21031866
2400,182400,女,18国际商务,20606410
2401,182401,女,18国际商务,19035898
2402,182402,女,18国际商务,19938618
2403,182403,女,18国际商务,21523802
2404,182404,女,18国际商务,20033434
2405,182405,女,18国际商务,18620250
2406,182406,女,18国际商务,18845530
2407,182407,女,18国际商务,19434058
2408,182408,女,18国际商务,18433642
2409,182409,女,18国际商务,19946874
2410,182410,女,18国际商务,20116922
2411,182411,男,18国贸实务,18318874
2412,182412,男,18国贸实务,20447562
2413,182413,男,18国贸实务,21405386
2414,182414,男,18国贸实务,21065258
2415,182415,男,18国贸实务,21817258
2416,182416,男,18国贸实务,20602506
2417,182417,男,18国贸实务,16921722
2418,182418,男,18国贸实务,21141882
2419,182419,男,18国贸实务,20517034
2420,182420,女,18国贸实务,21757930
2421,182421,女,18国贸实务,19522954
2422,182422,女,18国贸实务,20306986
2423,182423,女,18国贸实务,21358858
2424,182424,女,18国贸实务,19623242
2425,182425,女,18国贸实务,18357722
2426,182426,女,18国贸实务,19143546
2427,182427,女,18国贸实务,21109258
2428,182428,女,18国贸实务,19011834
2429,182429,女,18国贸实务,21028346
2430,182430,女,18国贸实务,14250586
2431,182431,女,18国贸实务,21249722
2432,182432,女,18国贸实务,21364186
2433,182433,女,18国贸实务,19713434
2434,182434,女,18国贸实务,21638394
2435,182435,女,18国贸实务,18514810
2436,182436,女,18国贸实务,19058666
2437,182437,女,18国贸实务,19613130
2438,182438,女,18国贸实务,19217770
2439,182439,女,18国贸实务,19656362
2440,182440,女,18国贸实务,21413130
2441,182441,女,18国贸实务,18809482
2442,182442,女,18国贸实务,21513818
2443,182443,女,18国贸实务,20352186
2444,182444,女,18国贸实务,20702506
2445,182445,女,18国贸实务,16744026
2446,182446,女,18国贸实务,21311706
2447,182447,女,18国贸实务,127722
2448,182448,女,18国贸实务,22030586
2449,182449,女,18国贸实务,20432042
2450,182450,女,18国贸实务,20209050
2451,182451,女,18国贸实务,19224442
2452,182452,女,18国贸实务,19303194
2453,182453,女,18国贸实务,20113082
2454,182454,女,18国贸实务,20759770
2455,182455,女,18国贸实务,18522682
2456,182456,女,18国贸实务,18522666
2457,182457,女,18国贸实务,19516618
2458,182458,女,18国贸实务,20210458
2459,182459,女,18国贸实务,19218138
2460,182460,女,18国贸实务,20834378
2461,182461,女,18国贸实务,23802746
2462,182462,女,18国贸实务,19037994
2463,182463,女,18国贸实务,20523018
2464,182464,女,18国贸实务,21611322
2465,182465,女,18国贸实务,19614858
2466,182466,女,18国贸实务,18713114
2467,182467,女,18国贸实务,20702602
2468,182468,女,18国贸实务,23809178
2469,182469,女,18国贸实务,19855210
2470,182470,女,18国贸实务,19563802
2471,182471,女,18国贸实务,21229338
2472,182472,女,18国贸实务,20244394
2473,182473,女,18国贸实务,16240202
2474,182474,女,18国贸实务,21806074
2475,182475,女,18国贸实务,19018186
2476,182476,女,18国贸实务,21644698
2477,182477,女,18国贸实务,21652826
2478,182478,女,18国贸实务,20349786
2479,182479,女,18国贸实务,18843018
2480,182480,女,18国贸实务,20704378
2481,182481,女,18国贸实务,21740954
2482,182482,女,18国贸实务,19040698
2483,182483,女,18国贸实务,19251994
2484,182484,女,18国贸实务,18605082
2485,182485,女,18国贸实务,20015434
2486,182486,女,18国贸实务,15704570
2487,182487,女,18国贸实务,20257130
2488,182488,女,18国贸实务,19216538
2489,182489,女,18国贸实务,19830202
2490,182490,女,18国贸实务,20123914
2491,182491,女,18国贸实务,20114506
2492,182492,女,18国贸实务,20351546
2493,182493,女,18国贸实务,21410074
2494,182494,女,18国贸实务,18831034
2495,182495,女,18国贸实务,20526394
2496,182496,女,18国贸实务,20423674
2497,182497,女,18国贸实务,18964074
2498,182498,女,18国贸实务,20204954
2499,182499,女,18国贸实务,19928170
2500,182500,女,18国贸实务,21617226
2501,182501,女,18国贸实务,21026570
2502,182502,女,18国贸实务,20703530
2503,182503,女,18国贸实务,19008186
2504,182504,女,18国贸实务,20934714
2505,182505,女,18国贸实务,18551034
2506,182506,女,18国贸实务,19360330
2507,182507,女,18国贸实务,18964490
2508,182508,女,18国贸实务,20604538
2509,182509,女,18国贸实务,19521418
2510,182510,女,18国贸实务,21158714
2511,182511,女,18国贸实务,19607098
2512,182512,女,18国贸实务,19845578
2513,182513,女,18国贸实务,21058410
2514,182514,女,18国贸实务,21742890
2515,182515,女,18国贸实务,19263450
2516,182516,女,18国贸实务,20104906
2517,182517,女,18国贸实务,19650890
2518,182518,女,18国贸实务,21223818
2519,182519,女,18国贸实务,20300554
2520,182520,女,18国贸实务,20027930
2521,182521,女,18国贸实务,21309386
2522,182522,女,18国贸实务,19132906
2523,182523,女,18国贸实务,20065306
2524,182524,女,18国贸实务,21951162
2525,182525,女,18国贸实务,18912010
2526,182526,女,18国贸实务,20021514
2527,182527,女,18国贸实务,19839578
2528,182528,男,18商务日语,20628378
2529,182529,男,18商务日语,20111178
2530,182530,男,18商务日语,21011034
2531,182531,男,18商务日语,20717914
2532,182532,男,18商务日语,21527146
2533,182533,男,18商务日语,21760570
2534,182534,男,18商务日语,20627386
2535,182535,男,18商务日语,18514154
2536,182536,男,18商务日语,21324586
2537,182537,男,18商务日语,21449050
2538,182538,男,18商务日语,21933434
2539,182539,男,18商务日语,20705386
2540,182540,男,18商务日语,21201818
2541,182541,男,18商务日语,19930922
2542,182542,男,18商务日语,21925370
2543,182543,男,18商务日语,21115690
2544,182544,女,18商务日语,20203546
2545,182545,女,18商务日语,18548602
2546,182546,女,18商务日语,20030042
2547,182547,女,18商务日语,18460746
2548,182548,女,18商务日语,20634250
2549,182549,女,18商务日语,21319514
2550,182550,女,18商务日语,21347962
2551,182551,女,18商务日语,19304794
2552,182552,女,18商务日语,19517626
2553,182553,女,18商务日语,19834410
2554,182554,女,18商务日语,18427610
2555,182555,女,18商务日语,18511946
2556,182556,女,18商务日语,20764122
2557,182557,女,18商务日语,19926490
2558,182558,女,18商务日语,19130202
2559,182559,女,18商务日语,18761242
2560,182560,女,18商务日语,19440410
2561,182561,女,18商务日语,21613434
2562,182562,女,18商务日语,21244442
2563,182563,女,18商务日语,21108874
2564,182564,女,18商务日语,19756586
2565,182565,女,18商务日语,20855722
2566,182566,女,18商务日语,20512906
2567,182567,女,18商务日语,12839514
2568,182568,女,18商务日语,24145642
2569,182569,女,18商务日语,20511674
2570,182570,女,18商务日语,21028314
2571,182571,女,18商务日语,21401802
2572,182572,女,18商务日语,18452874
2573,182573,女,18商务日语,20528858
2574,182574,女,18商务日语,17011610
2575,182575,女,18商务日语,20531418
2576,182576,女,18商务日语,21606586
2577,182577,女,18商务日语,21454202
2578,182578,女,18商务日语,21311306
2579,182579,女,18商务日语,19516602
2580,182580,女,18商务日语,18522026
2581,182581,女,18商务日语,21321690
2582,182582,女,18商务日语,19002874
2583,182583,女,18商务日语,18956186
2584,182584,女,18商务日语,20103354
2585,182585,女,18商务日语,364106
2586,182586,女,18商务日语,20845642
2587,182587,女,18商务日语,20301162
2588,182588,女,18商务日语,20342618
2589,182589,女,18商务日语,20062826
2590,182590,女,18商务日语,19747706
2591,182591,女,18商务日语,19660442
2592,182592,女,18商务日语,19943594
2593,182593,女,18商务日语,18722666
2594,182594,女,18商务日语,21317418
2595,182595,女,18商务日语,19209978
2596,182596,女,18商务日语,20252826
2597,182597,女,18商务日语,19711770
2598,182598,女,18商务日语,19254458
2599,182599,女,18商务日语,21323482
2600,182600,女,18商务日语,19201498
2601,182601,女,18商务日语,20438442
2602,182602,女,18商务日语,20447978
2603,182603,女,18商务日语,21451162
2604,182604,男,18商务英语,20351306
2605,182605,男,18商务英语,21757978
2606,182606,男,18商务英语,19526058
2607,182607,男,18商务英语,21846650
2608,182608,男,18商务英语,20342938
2609,182609,男,18商务英语,20438874
2610,182610,男,18商务英语,19621162
2611,182611,男,18商务英语,19042554
2612,182612,男,18商务英语,21751402
2613,182613,男,18商务英语,19614186
2614,182614,男,18商务英语,19763498
2615,182615,男,18商务英语,21600730
2616,182616,女,18商务英语,20849994
2617,182617,女,18商务英语,21925482
2618,182618,女,18商务英语,21233386
2619,182619,女,18商务英语,20014426
2620,182620,女,18商务英语,20032490
2621,182621,女,18商务英语,21716410
2622,182622,女,18商务英语,20106410
2623,182623,女,18商务英语,21156906
2624,182624,女,18商务英语,21721290
2625,182625,女,18商务英语,21848458
2626,182626,女,18商务英语,21321754
2627,182627,女,18商务英语,20436906
2628,182628,女,18商务英语,21017914
2629,182629,女,18商务英语,20438538
2630,182630,女,18商务英语,20936810
2631,182631,女,18商务英语,21032090
2632,182632,女,18商务英语,24810650
2633,182633,女,18商务英语,20705562
2634,182634,女,18商务英语,20528250
2635,182635,女,18商务英语,21447226
2636,182636,女,18商务英语,21021546
2637,182637,女,18商务英语,19217930
2638,182638,女,18商务英语,19746730
2639,182639,女,18商务英语,20514298
2640,182640,女,18商务英语,15314026
2641,182641,女,18商务英语,19512314
2642,182642,女,18商务英语,21153370
2643,182643,女,18商务英语,21605946
2644,182644,女,18商务英语,20031738
2645,182645,女,18商务英语,19616794
2646,182646,女,18商务英语,19213162
2647,182647,女,18商务英语,16811274
2648,182648,女,18商务英语,20203610
2649,182649,女,18商务英语,21361914
2650,182650,女,18商务英语,21022202
2651,182651,女,18商务英语,18602378
2652,182652,女,18商务英语,312426
2653,182653,女,18商务英语,19301626
2654,182654,女,18商务英语,19355418
2655,182655,女,18商务英语,20107946
2656,182656,女,18商务英语,20806970
2657,182657,女,18商务英语,21528410
2658,182658,女,18商务英语,19261530
2659,182659,女,18商务英语,19701002
2660,182660,女,18商务英语,21249114
2661,182661,女,18商务英语,20103114
2662,182662,女,18商务英语,19845418
2663,182663,女,18商务英语,21818826
2664,182664,女,18商务英语,21036618
2665,182665,女,18商务英语,21640618
2666,182666,女,18商务英语,19760474
2667,182667,女,18商务英语,19001162
2668,182668,女,18商务英语,19059514
2669,182669,女,18商务英语,19054122
2670,182670,女,18商务英语,20601770
2671,182671,女,18商务英语,19654266
2672,182672,女,18商务英语,21415930
2673,182673,女,18商务英语,20934826
2674,182674,女,18商务英语,19621210
2675,182675,女,18商务英语,21935338
2676,182676,女,18商务英语,19934730
2677,182677,女,18商务英语,21439930
2678,182678,女,18商务英语,20757786
2679,182679,女,18商务英语,21555034
2680,182680,女,18商务英语,20107066
2681,182681,女,18商务英语,21019066
2682,182682,女,18商务英语,19436186
2683,182683,女,18商务英语,18810122
2684,182684,女,18商务英语,19427818
2685,182685,女,18商务英语,19254778
2686,182686,女,18商务英语,22036506
2687,182687,女,18商务英语,20706122
2688,182688,女,18商务英语,21154058
2689,182689,女,18商务英语,21252874
2690,182690,女,18商务英语,19650250
2691,182691,女,18商务英语,21653658
2692,182692,女,18商务英语,20256282
2693,182693,女,18商务英语,19602634
2694,182694,女,18商务英语,18843434
2695,182695,女,18商务英语,18513626
2696,182696,女,18商务英语,21105290
2697,182697,女,18商务英语,21323866
2698,182698,女,18商务英语,21955866
2699,182699,女,18商务英语,20217210
2700,182700,女,18商务英语,19849402
2701,182701,女,18商务英语,20357450
2702,182702,女,18商务英语,21242378
2703,182703,女,18商务英语,21951690
2704,182704,女,18商务英语,20442122
2705,182705,女,18商务英语,21955802
2706,182706,女,18商务英语,19605482
2707,182707,女,18商务英语,18651834
2708,182708,女,18商务英语,20214442
2709,182709,女,18商务英语,19220090
2710,182710,女,18商务英语,19664602
2711,182711,女,18商务英语,21909402
2712,182712,女,18商务英语,19610042
2713,182713,女,18商务英语,19117770
2714,182714,女,18商务英语,19309898
2715,182715,女,18商务英语,19349018
2716,182716,男,18计算机网络,21956282
2717,182717,男,18计算机网络,20623162
2718,182718,男,18计算机网络,20705226
2719,182719,男,18计算机网络,17409978
2720,182720,男,18计算机网络,20930666
2721,182721,男,18计算机网络,21328730
2722,182722,男,18计算机网络,19932842
2723,182723,男,18计算机网络,20528794
2724,182724,男,18计算机网络,20753978
2725,182725,男,18计算机网络,19509546
2726,182726,男,18计算机网络,21937914
2727,182727,男,18计算机网络,20257146
2728,182728,男,18计算机网络,20754218
2729,182729,男,18计算机网络,21908554
2730,182730,男,18计算机网络,21144922
2731,182731,男,18计算机网络,21236634
2732,182732,男,18计算机网络,19256266
2733,182733,男,18计算机网络,754890
2734,182734,男,18计算机网络,21558586
2735,182735,男,18计算机网络,19339546
2736,182736,男,18计算机网络,18849050
2737,182737,男,18计算机网络,18434842
2738,182738,男,18计算机网络,21564458
2739,182739,男,18计算机网络,19839770
2740,182740,男,18计算机网络,21411338
2741,182741,男,18计算机网络,24616154
2742,182742,男,18计算机网络,18459162
2743,182743,男,18计算机网络,20118266
2744,182744,男,18计算机网络,20021690
2745,182745,男,18计算机网络,20158778
2746,182746,男,18计算机网络,19363882
2747,182747,男,18计算机网络,19740634
2748,182748,男,18计算机网络,20922986
2749,182749,男,18计算机网络,21157594
2750,182750,男,18计算机网络,18458122
2751,182751,男,18计算机网络,19258250
2752,182752,男,18计算机网络,20360954
2753,182753,男,18计算机网络,1026550
2754,182754,男,18计算机网络,18659386
2755,182755,男,18计算机网络,21244218
2756,182756,男,18计算机网络,19745450
2757,182757,男,18计算机网络,21360554
2758,182758,男,18计算机网络,21712634
2759,182759,男,18计算机网络,20711258
2760,182760,男,18计算机网络,19831466
2761,182761,男,18计算机网络,21106202
2762,182762,男,18计算机网络,21937498
2763,182763,男,18计算机网络,20701386
2764,182764,男,18计算机网络,20304362
2765,182765,男,18计算机网络,21712666
2766,182766,男,18计算机网络,18765162
2767,182767,男,18计算机网络,759398
2768,182768,男,18计算机网络,21003738
2769,182769,男,18计算机网络,18656122
2770,182770,男,18计算机网络,18840458
2771,182771,男,18计算机网络,19704570
2772,182772,男,18计算机网络,20605738
2773,182773,男,18计算机网络,19662362
2774,182774,男,18计算机网络,20026154
2775,182775,男,18计算机网络,18962314
2776,182776,男,18计算机网络,20065018
2777,182777,男,18计算机网络,18765194
2778,182778,男,18计算机网络,21106554
2779,182779,男,18计算机网络,19564922
2780,182780,男,18计算机网络,18620906
2781,182781,男,18计算机网络,14111482
2782,182782,男,18计算机网络,18554026
2783,182783,男,18计算机网络,19209434
2784,182784,男,18计算机网络,21525818
2785,182785,男,18计算机网络,24845498
2786,182786,男,18计算机网络,20621290
2787,182787,男,18计算机网络,18920122
2788,182788,男,18计算机网络,19846506
2789,182789,男,18计算机网络,20516570
2790,182790,男,18计算机网络,20429530
2791,182791,男,18计算机网络,20619642
2792,182792,男,18计算机网络,19610714
2793,182793,男,18计算机网络,18762058
2794,182794,男,18计算机网络,18951850
2795,182795,男,18计算机网络,21157242
2796,182796,男,18计算机网络,944746
2797,182797,男,18计算机网络,19211418
2798,182798,男,18计算机网络,21455450
2799,182799,男,18计算机网络,19654698
2800,182800,男,18计算机网络,20946858
2801,182801,男,18计算机网络,20923418
2802,182802,男,18计算机网络,18802650
2803,182803,男,18计算机网络,19443018
2804,182804,男,18计算机网络,18804026
2805,182805,男,18计算机网络,18614330
2806,182806,女,18计算机网络,18456042
2807,182807,女,18计算机网络,20205978
2808,182808,女,18计算机网络,19925514
2809,182809,女,18计算机网络,19361706
2810,182810,女,18计算机网络,19715738
2811,182811,女,18计算机网络,20756346
2812,182812,女,18计算机网络,1140934
2813,182813,女,18计算机网络,18553082
2814,182814,女,18计算机网络,20352090
2815,182815,女,18计算机网络,19938602
2816,182816,女,18计算机网络,21757882
2817,182817,女,18计算机网络,18656570
2818,182818,女,18计算机网络,19923946
2819,182819,女,18计算机网络,606602
2820,182820,女,18计算机网络,18649050
2821,182821,女,18计算机网络,20011770
2822,182822,女,18计算机网络,20339770
2823,182823,女,18计算机网络,19008554
2824,182824,女,18计算机网络,20307402
2825,182825,女,18计算机网络,20261418
2826,182826,女,18计算机网络,21453242
2827,182827,女,18计算机网络,21754778
2828,182828,男,18计算机应用,20933306
2829,182829,男,18计算机应用,18445850
2830,182830,男,18计算机应用,19522522
2831,182831,男,18计算机应用,20158330
2832,182832,男,18计算机应用,19358234
2833,182833,男,18计算机应用,20529498
2834,182834,男,18计算机应用,19040442
2835,182835,男,18计算机应用,20353978
2836,182836,男,18计算机应用,16853578
2837,182837,男,18计算机应用,21908426
2838,182838,男,18计算机应用,20439738
2839,182839,男,18计算机应用,20254474
2840,182840,男,18计算机应用,21362538
2841,182841,男,18计算机应用,20251882
2842,182842,男,18计算机应用,19705898
2843,182843,男,18计算机应用,19258634
2844,182844,男,18计算机应用,19216010
2845,182845,男,18计算机应用,19439002
2846,182846,男,18计算机应用,18720602
2847,182847,男,18计算机应用,21154202
2848,182848,男,18计算机应用,20255018
2849,182849,男,18计算机应用,19702682
2850,182850,男,18计算机应用,21118554
2851,182851,男,18计算机应用,18446362
2852,182852,男,18计算机应用,25248602
2853,182853,男,18计算机应用,21007338
2854,182854,男,18计算机应用,21516826
2855,182855,男,18计算机应用,20858714
2856,182856,男,18计算机应用,21315322
2857,182857,男,18计算机应用,18842474
2858,182858,男,18计算机应用,20018250
2859,182859,男,18计算机应用,18659450
2860,182860,男,18计算机应用,19137498
2861,182861,男,18计算机应用,18603786
2862,182862,男,18计算机应用,20016714
2863,182863,男,18计算机应用,21707034
2864,182864,男,18计算机应用,19006426
2865,182865,男,18计算机应用,19007546
2866,182866,男,18计算机应用,21253034
2867,182867,男,18计算机应用,20029706
2868,182868,男,18计算机应用,19000554
2869,182869,男,18计算机应用,20255210
2870,182870,男,18计算机应用,19565258
2871,182871,男,18计算机应用,21237306
2872,182872,男,18计算机应用,20255498
2873,182873,男,18计算机应用,18720954
2874,182874,男,18计算机应用,19520906
2875,182875,男,18计算机应用,18409754
2876,182876,男,18计算机应用,21240698
2877,182877,男,18计算机应用,18919002
2878,182878,男,18计算机应用,21060122
2879,182879,男,18计算机应用,19704234
2880,182880,女,18计算机应用,21151178
2881,182881,女,18计算机应用,21151818
2882,182882,女,18计算机应用,18523386
2883,182883,女,18计算机应用,19219610
2884,182884,女,18计算机应用,16948666
2885,182885,女,18计算机应用,20201642
2886,182886,女,18计算机应用,20101610
2887,182887,女,18计算机应用,18616474
2888,182888,女,18计算机应用,19042138
2889,182889,女,18计算机应用,20534106
2890,182890,女,18计算机应用,19349258
2891,182891,女,18计算机应用,21927242
2892,182892,女,18计算机应用,20258218
2893,182893,女,18计算机应用,20108666
2894,182894,女,18计算机应用,19941594
2895,182895,男,18嵌入式技术,21246858
2896,182896,男,18嵌入式技术,21022810
2897,182897,男,18嵌入式技术,21241834
2898,182898,男,18嵌入式技术,20628970
2899,182899,男,18嵌入式技术,19600666
2900,182900,男,18嵌入式技术,20726346
2901,182901,男,18嵌入式技术,19304410
2902,182902,男,18嵌入式技术,20021338
2903,182903,男,18嵌入式技术,21837194
2904,182904,男,18嵌入式技术,17108314
2905,182905,男,18嵌入式技术,16939370
2906,182906,男,18嵌入式技术,18449146
2907,182907,男,18嵌入式技术,20939738
2908,182908,男,18嵌入式技术,21014218
2909,182909,男,18嵌入式技术,19921594
2910,182910,男,18嵌入式技术,21513850
2911,182911,男,18嵌入式技术,18511658
2912,182912,男,18嵌入式技术,20938202
2913,182913,男,18嵌入式技术,20706298
2914,182914,男,18嵌入式技术,19142058
2915,182915,男,18嵌入式技术,21931322
2916,182916,男,18嵌入式技术,19049946
2917,182917,男,18嵌入式技术,21562826
2918,182918,男,18嵌入式技术,18653386
2919,182919,男,18嵌入式技术,20539002
2920,182920,男,18嵌入式技术,22031306
2921,182921,男,18嵌入式技术,18801674
2922,182922,男,18嵌入式技术,20747914
2923,182923,男,18嵌入式技术,19134282
2924,182924,男,18嵌入式技术,21833338
2925,182925,男,18嵌入式技术,19219658
2926,182926,男,18嵌入式技术,20615770
2927,182927,男,18嵌入式技术,18649706
2928,182928,男,18嵌入式技术,21017082
2929,182929,男,18嵌入式技术,20853146
2930,182930,男,18嵌入式技术,21651914
2931,182931,男,18嵌入式技术,19300218
2932,182932,男,18嵌入式技术,19252282
2933,182933,男,18嵌入式技术,18834794
2934,182934,男,18嵌入式技术,20803802
2935,182935,男,18嵌入式技术,19756634
2936,182936,男,18嵌入式技术,19520266
2937,182937,男,18嵌入式技术,20758010
2938,182938,男,18嵌入式技术,20703258
2939,182939,男,18嵌入式技术,20840570
2940,182940,男,18嵌入式技术,20116762
2941,182941,男,18嵌入式技术,20300970
2942,182942,男,18嵌入式技术,20518938
2943,182943,男,18嵌入式技术,21401898
2944,182944,男,18嵌入式技术,21400650
2945,182945,男,18嵌入式技术,20933978
2946,182946,男,18嵌入式技术,18651450
2947,182947,男,18嵌入式技术,20215418
2948,182948,男,18嵌入式技术,19041594
2949,182949,男,18嵌入式技术,21564426
2950,182950,男,18嵌入式技术,20450266
2951,182951,男,18嵌入式技术,19933194
2952,182952,男,18嵌入式技术,19749962
2953,182953,男,18嵌入式技术,20116170
2954,182954,男,18嵌入式技术,18842282
2955,182955,男,18嵌入式技术,18462346
2956,182956,男,18嵌入式技术,19614410
2957,182957,男,18嵌入式技术,21637194
2958,182958,男,18嵌入式技术,18765130
2959,182959,男,18嵌入式技术,19265146
2960,182960,男,18嵌入式技术,19936122
2961,182961,男,18嵌入式技术,17156506
2962,182962,男,18嵌入式技术,19211482
2963,182963,男,18嵌入式技术,18547994
2964,182964,男,18嵌入式技术,21063562
2965,182965,女,18嵌入式技术,20536506
2966,182966,女,18嵌入式技术,21155786
2967,182967,女,18嵌入式技术,19618346
2968,182968,女,18嵌入式技术,20163466
2969,182969,女,18嵌入式技术,20803834
2970,182970,女,18嵌入式技术,20027994
2971,182971,女,18嵌入式技术,13717370
2972,182972,女,18嵌入式技术,19805114
2973,182973,女,18嵌入式技术,20760858
2974,182974,女,18嵌入式技术,20201706
2975,182975,男,18软件技术,14262314
2976,182976,男,18软件技术,19840826
2977,182977,男,18软件技术,22022682
2978,182978,男,18软件技术,20707338
2979,182979,男,18软件技术,20606122
2980,182980,男,18软件技术,20853098
2981,182981,男,18软件技术,19260138
2982,182982,男,18软件技术,820474
2983,182983,男,18软件技术,19131562
2984,182984,男,18软件技术,18963450
2985,182985,男,18软件技术,20155770
2986,182986,男,18软件技术,20437274
2987,182987,男,18软件技术,19703834
2988,182988,男,18软件技术,19704954
2989,182989,男,18软件技术,19619114
2990,182990,男,18软件技术,20616250
2991,182991,男,18软件技术,22006794
2992,182992,男,18软件技术,19536362
2993,182993,男,18软件技术,21032170
2994,182994,男,18软件技术,21755866
2995,182995,男,18软件技术,21956442
2996,182996,男,18软件技术,19529946
2997,182997,男,18软件技术,19747722
2998,182998,男,18软件技术,20929690
2999,182999,男,18软件技术,21948074
3000,183000,男,18软件技术,19347562
3001,183001,男,18软件技术,20925786
3002,183002,男,18软件技术,20623578
3003,183003,男,18软件技术,20436698
3004,183004,男,18软件技术,17005050
3005,183005,男,18软件技术,19345258
3006,183006,男,18软件技术,19047754
3007,183007,男,18软件技术,21446698
3008,183008,男,18软件技术,25231498
3009,183009,男,18软件技术,20936314
3010,183010,男,18软件技术,19135050
3011,183011,男,18软件技术,20256538
3012,183012,男,18软件技术,21022330
3013,183013,男,18软件技术,19942970
3014,183014,男,18软件技术,20614586
3015,183015,男,18软件技术,20258602
3016,183016,男,18软件技术,19508570
3017,183017,男,18软件技术,19707546
3018,183018,男,18软件技术,21562122
3019,183019,男,18软件技术,18364602
3020,183020,男,18软件技术,21743850
3021,183021,男,18软件技术,524102
3022,183022,男,18软件技术,1408310
3023,183023,男,18软件技术,1262406
3024,183024,男,18软件技术,17530597
3025,183025,男,18软件技术,17400501
3026,183026,男,18软件技术,16645861
3027,183027,男,18软件技术,17262773
3028,183028,男,18软件技术,16801605
3029,183029,男,18软件技术,16642549
3030,183030,男,18软件技术,17813493
3031,183031,男,18软件技术,17217957
3032,183032,男,18软件技术,848262
3033,183033,男,18软件技术,1120294
3034,183034,男,18软件技术,17414453
3035,183035,男,18软件技术,17316629
3036,183036,男,18软件技术,16740245
3037,183037,男,18软件技术,1408758
3038,183038,男,18软件技术,1055558
3039,183039,男,18软件技术,137910
3040,183040,男,18软件技术,17942661
3041,183041,男,18软件技术,17718965
3042,183042,男,18软件技术,17130229
3043,183043,男,18软件技术,17361413
3044,183044,男,18软件技术,17846853
3045,183045,男,18软件技术,17440517
3046,183046,男,18软件技术,17825237
3047,183047,男,18软件技术,1258310
3048,183048,男,18软件技术,214470
3049,183049,男,18软件技术,434646
3050,183050,男,18软件技术,1408086
3051,183051,男,18软件技术,206102
3052,183052,男,18软件技术,654550
3053,183053,男,18软件技术,1103046
3054,183054,男,18软件技术,1051062
3055,183055,男,18软件技术,16840213
3056,183056,男,18软件技术,1226278
3057,183057,男,18软件技术,1315494
3058,183058,男,18软件技术,938614
3059,183059,男,18软件技术,555414
3060,183060,男,18软件技术,812022
3061,183061,男,18软件技术,17914069
3062,183062,男,18软件技术,337382
3063,183063,男,18软件技术,841702
3064,183064,男,18软件技术,406150
3065,183065,男,18软件技术,1025686
3066,183066,男,18软件技术,212182
3067,183067,男,18软件技术,531190
3068,183068,男,18软件技术,10365318
3069,183069,男,18软件技术,23961014
3070,183070,男,18软件技术,14316390
3071,183071,男,18软件技术,1119926
3072,183072,男,18软件技术,1453862
3073,183073,男,18软件技术,222950
3074,183074,男,18软件技术,1223558
3075,183075,男,18软件技术,1443206
3076,183076,男,18软件技术,711142
3077,183077,男,18软件技术,1363222
3078,183078,男,18软件技术,714198
3079,183079,男,18软件技术,19116901
3080,183080,男,18软件技术,649190
3081,183081,男,18软件技术,20055286
3082,183082,男,18软件技术,8130021
3083,183083,男,18软件技术,1224614
3084,183084,男,18软件技术,20739158
3085,183085,男,18软件技术,1403254
3086,183086,男,18软件技术,505254
3087,183087,男,18软件技术,253174
3088,183088,男,18软件技术,16820213
3089,183089,男,18软件技术,17910853
3090,183090,男,18软件技术,17659653
3091,183091,男,18软件技术,18949877
3092,183092,男,18软件技术,355302
3093,183093,男,18软件技术,1253078
3094,183094,男,18软件技术,1340886
3095,183095,男,18软件技术,732262
3096,183096,男,18软件技术,1432774
3097,183097,男,18软件技术,359446
3098,183098,男,18软件技术,16625493
3099,183099,男,18软件技术,17815653
3100,183100,男,18软件技术,626406
3101,183101,男,18软件技术,7925894
3102,183102,男,18软件技术,16859909
3103,183103,男,18软件技术,17653301
3104,183104,男,18软件技术,16925893
3105,183105,男,18软件技术,17319029
